ID#	completionStatus	timeSpent	startTime	lastModTime	Q7: Age	Q8: What is your gender?	Q9: How much total combined money did all members of your HOUSEHOLD earn last year?	Q10: US Region	Q11: Device Types	Q1: What are your favorite brands? (Please list at least 3.)	Q2 - Being able to shop new arrivals as soon as they arrive in stores	Q2 - Being able to shop sales items as soon as they are discounted	Q2 - Being able to walk away with the purchase right away (for example: no delay associated with online shopping)	Q2 - Fun and inspiration	Q2 - Readily available celebrity-inspired outfits	Q2 - Recommendations from a professional personal stylist	Q2 - Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers	Q2 - Saving the effort of hunting for things you like from many stores in the mall (i.e. \u201cWouldn\u2019t it be great if all the garments that I like are at one central location?")	Q2 - Skipping the crowds at malls or boutiques	Q2 - Trying a garment on in person prior to making a purchase	Q2 - What else is important to you when it comes to shopping?	Q3 - What features of this service are useful to you?	Q3 - What do you NOT like about it? Or, what features are NOT useful or irrelevant to you?	Q3 - What are your questions/concerns regarding this service?	Q3 - How much would you pay for a service like this? (Feel free to enter any amount. Or put "I wouldn't use it.")	Q4 - What features of this service are useful to you?	Q4 - What features are NOT useful or irrelevant to you?	Q4 - What are your questions/concerns regarding this service?	Q4 - How much would you pay for a service like this? (Feel free to enter any amount. Or put "I wouldn't use it.")	Q5 - Which 1 of the two services in the previous two questions would you use? (Please state question 3 or question 4.)	Q5 - How many times a month do you shop ONLINE?	Q5 - How many times a month do you shop IN STORES?	Q6: You purchase clothes/shoes/accessories because... (select all that apply)
47	INCOMPLETE	115	2015-11-23 13:06:15	2015-11-23 13:08:10	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	LEVI	Does not apply to me.	Does not apply to me.	Very important	Does not apply to me.	A little important.	A little important.	Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Does not apply to me. >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Does not apply to me. >> What else is important to you when it comes to shopping? >> GET IT AND GO	able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Does not apply to me. >> Readily available celebrity-inspired outfits >> A little important. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Does not apply to me.	Very important	Does not apply to me.	GET IT AND GOO												Respondent skipped this question
44	INCOMPLETE	282	2015-11-20 14:44:23	2015-11-20 14:49:06	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Ralph Lauren >> Lucky Brand >> Cole Hahn	Very important, Pretty important	Very important	Not important at all.	Very important	Not important at all.	Does not apply to me.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Very importan	ing able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Pretty important	Very importan	in stores >> Very important, Pretty important >> Being able to shop sales items as soon as they are discounted >> Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Very important	nohe	nonw	zerp	zero	zero	zero	zero	zero				Respondent skipped this question
45	INCOMPLETE	289	2015-11-20 14:45:12	2015-11-20 14:50:01	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Dockers >> Streetcar >> Van Heusen	Pretty important	Somewhat important	Very important	Somewhat important	Not important at all.	Not important at all.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Very importan	walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Very important	Very importan	in stores >> Pretty important >> Being able to shop sales items as soon as they are discounted >> Somewhat important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Very important												Respondent skipped this question
42	INCOMPLETE	126	2015-11-20 14:43:49	2015-11-20 14:45:56	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	wranglers, Columbia crest, Patagonia,	Very important	Pretty important	Extremely important	Does not apply to me.	Not important at all.	Does not apply to me.	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Pretty importan	away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Does not apply to me. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Extremely important	Pretty importan	in stores >> Very important >> Being able to shop sales items as soon as they are discounted >> Pretty important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Does not apply to me. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Pretty important												Respondent skipped this question
43	INCOMPLETE	661	2015-11-20 14:37:49	2015-11-20 14:48:50	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Monkeysport, Boss, 7	Very important	I would pay to get this	Very important	Somewhat important	Pretty important	I would pay to get this	I would pay to get this >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this >> Skipping the crowds at malls or boutiques >> I would pay to get this >> Trying a garment on in person prior to making a purchase >> Pretty important >> What else is important to you when it comes to shopping? >> The ability to shop quickly	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Pretty important >> Recommendations from a professional personal stylist >> I would pay to get this >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> I would pay to get this >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this	I would pay to get this	Pretty important	The ability to shop quickly.	I like the entire concept.	N/A	Cost, sizing, age of customer, how far is 'secret location'	I would use the service. Would depend on the value to me.	Same as question #3	ditto	ditto	ditto				Respondent skipped this question
40	INCOMPLETE	386	2015-11-20 14:37:04	2015-11-20 14:43:30	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	For What?  That is a poor question. >>  >> Lee Valley, Porter-Cable, DeWalt	Not important at all.	Does not apply to me.	Not important at all.	Not important at all.	Does not apply to me.	Not important at all.	Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Does not apply to me. >> Trying a garment on in person prior to making a purchase >> Very important >> What else is important to you when it comes to shopping? >> I am not a woman, and do to care about clothe	able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Does not apply to me. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all.	Does not apply to me.	Very important	I am not a woman, and do to care about clothes	None	I wouldn't use it	None	I wouldn't use it	None	All of them	None	Nothing				Respondent skipped this question
41	INCOMPLETE	564	2015-11-20 14:35:39	2015-11-20 14:45:03	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	American Apparel, Banana Republic, American Eagle	Very important	Very important	Pretty important	Very important	Not important at all.	Not important at all.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> The garments are sweatshop-free and made in America	way with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Pretty important	Extremely important	The garments are sweatshop-free and made in America.	The convenience, and not too many choices like there are in department stores.	There are only 3 choices to choose from. I'd prefer 5	If there are "secret locations" near me	$5	The convenience!	How long it may take for the garments to be ready/when they will be shipped	How many garments the "secret locations" have in stock, therefore the variety available.	$5				Respondent skipped this question
5	INCOMPLETE	321	2015-11-20 13:41:50	2015-11-20 13:47:12	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Territory Ahead, Puma, Addidas, Columbia.	A little important.	Pretty important, Very important	Very important, Not important at all., A little important.	Does not apply to me.	Does not apply to me.	Does not apply to me., A little important.	A little important. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Does not apply to me. >> Skipping the crowds at malls or boutiques >> Very important, A little important. >> Trying a garment on in person prior to making a purchase >> Very importan	nt >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important, Not important at all., A little important. >> Fun and inspiration >> Does not apply to me. >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Does not apply to me., A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> A little important. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Does not apply to me.	Very important, A little important.	Very importan	in stores >> A little important. >> Being able to shop sales items as soon as they are discounted >> Pretty important, Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important, Not important at all., A little important. >> Fun and inspiration >> Does not apply to me. >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Does not apply to me., A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> A little important. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Does not apply to me. >> Skipping the crowds at malls or boutiques >> Very important, A little important. >> Trying a garment on in person prior to making a purchase >> Very important												Respondent skipped this question
9	INCOMPLETE	202	2015-11-20 13:52:21	2015-11-20 13:55:44	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Talbots >> Loft	Somewhat important	Pretty important	Pretty important	Somewhat important	Not important at all., A little important.	A little important.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Very important >> What else is important to you when it comes to shopping? >> good quality items at affordable price	walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all., A little important. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Pretty important	Very important	good quality items at affordable prices												Respondent skipped this question
77	COMPLETE	400	2015-11-23 13:39:46	2015-11-23 13:46:26	18 - 29	Female	$100,000 to $124,999	East North Central	Windows Desktop / Laptop	Express clothing, buckle clothing, GUESS	Extremely important	Extremely important	Extremely important	Somewhat important	Does not apply to me.	Extremely important	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Extremely importan	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Extremely important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Extremely important	Extremely importan	in stores >> Extremely important >> Being able to shop sales items as soon as they are discounted >> Extremely important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Extremely important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Extremely important	I wouldn't use this.	I would rather shop for and look for my own clothing.	I would rather shop for and look for my own clothing.	None. I would rather shop for and look for my own clothing.	I don't think shopping is a chore. I enjoy shopping. I go shopping during week nights or times that I know will not be busy so I don't have to worry about waiting rooms. My weight fluctuates so some things look better at certain times so I would always need to shop and try on my own clothes.	I don't think shopping is a chore. I enjoy shopping. I go shopping during week nights or times that I know will not be busy so I don't have to worry about waiting rooms. My weight fluctuates so some things look better at certain times so I would always need to shop and try on my own clothes.	I don't think shopping is a chore. I enjoy shopping. I go shopping during week nights or times that I know will not be busy so I don't have to worry about waiting rooms. My weight fluctuates so some things look better at certain times so I would always need to shop and try on my own clothes.	I don't think shopping is a chore. I enjoy shopping. I go shopping during week nights or times that I know will not be busy so I don't have to worry about waiting rooms. My weight fluctuates so some things look better at certain times so I would always need to shop and try on my own clothes.	0	5	10	for fun >> I go shopping regularly >> before going on a date >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season
76	INCOMPLETE	132	2015-11-23 13:42:44	2015-11-23 13:44:57	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Goodwill, Lole, Abercrombie and Fitch	Not important at all.	Somewhat important	Somewhat important	Somewhat important	Not important at all.	Not important at all.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Somewhat importan	e to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Somewhat important	Somewhat importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Somewhat important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Somewhat important												Respondent skipped this question
75	INCOMPLETE	139	2015-11-23 13:41:14	2015-11-23 13:43:33	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Hanes, Adidas, REI	Not important at all.	Not important at all.	Pretty important	Not important at all.	Not important at all.	Somewhat important	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Very importan	able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Somewhat important	Very importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Not important at all. >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Very important												Respondent skipped this question
74	COMPLETE	671	2015-11-23 13:31:27	2015-11-23 13:42:39	45 - 59	Female	$100,000 to $124,999	Pacific	Windows Desktop / Laptop	H & M, Macy's private labels, Kohl's private labels, Attention (K-Mart brand), Oh La Loft, Michael Kors	Somewhat important	Pretty important	Very important	I would pay to get this	Not important at all.	Somewhat important	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> I would pay to get this >> What else is important to you when it comes to shopping? >> Getting great clothing at a great price while having fun doing it	walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> I would pay to get this >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Very important	I would pay to get this	Getting great clothing at a great price while having fun doing it.	No crowds, no waiting in line to try on.	I'd be a little self-conscious about it being all about me.	the price.	I have no idea. Never done something like this before.	One stop shop,no lines,only what I picked,no rush.	Can't think of any.	The price.	No idea.	3	2	20	for fun >> I go shopping regularly >> for the new styles that are trending this season
73	COMPLETE	1300	2015-11-23 13:13:53	2015-11-23 13:35:34	60+	Female	$100,000 to $124,999	Mountain	iOS Phone / Tablet	Target brands, I don't have favorite brands.	A little important.	Pretty important	Somewhat important	Somewhat important	Somewhat important, A little important.	A little important.	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> Not a lot of chaos- too many things in aisles etc	walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Somewhat important, A little important. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Pretty important	Extremely important	Not a lot of chaos- too many things in aisles etc.	I like the idea of pre selection. Good service for busy people and men who hate to shop. Could be a good service for men to buy the women in their lives nice clothes.	I'm a much older shopper. I buy few new clothes.	Nothing really.	I think the manufactures should pay you	I would ask all my adult kids for their sizes and preferences and use the service.	I rarely shop for clothes, im older.	I like to know prices upfront. When do you see prices?	Manufactures should pay	1	1	1	for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> Other (please specify) >> When the clothes wear out.
72	INCOMPLETE	119	2015-11-23 13:33:19	2015-11-23 13:35:18	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Jones New York, LLBean, Lands End,	Somewhat important	Somewhat important	Pretty important	Somewhat important	Not important at all.	Not important at all.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Extremely importan	o walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Somewhat important	Extremely importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Somewhat important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Extremely important												Respondent skipped this question
71	COMPLETE	771	2015-11-23 13:20:52	2015-11-23 13:33:44	18 - 29	Female	$100,000 to $124,999	East North Central	Windows Desktop / Laptop	Free People, LuLuLemon, LOFT	Somewhat important	Very important	Somewhat important	Pretty important	Not important at all.	Somewhat important	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this, Extremely important >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Pretty importan	lk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this, Extremely important	Somewhat important	Pretty importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this, Extremely important >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Pretty important	Answering questions about what styles you like beforehand	I don't think I would love traveling to a location to see the outfits - I am not sure how far one would be from me	I am concerned about the cost of this style as well as the prices for the clothing items provided	50	NA	This is not all that different from online shopping - minus the part where you can try items on. But you could always go to a store to try things on and then order online	I don't see much of a value here - also, I don't think I would love traveling to a location to see the outfits - I am not sure how far one would be from me	I wouldn't use it	3	4	1	for fun >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear
